-0.842862214239691,-0.10980329341234739,0.3721185188768156,-0.3728033251714217,0.0
-0.8225240857456175,-0.11503684983000735,0.41178345413952144,-0.37492864984976193,0.7
-0.7977368871840702,-0.09521334983924193,0.5624922307175956,-0.19503498431136948,1.2
-0.7855112280181822,-0.0937541645089935,0.5806791127069222,-0.19204598971688366,1.7
-0.7709320362952525,-0.13782788932753637,0.5924792575645961,-0.18848159088484376,2.2
-0.7640419900246044,-0.14406455033170396,0.6004021930840024,-0.18679707549149904,2.7
-0.4616578154520303,-0.1767286775283647,0.8174944379194765,0.29530966207692133,3.2
-0.42997427474143735,-0.17236394493349338,0.8245194720894535,0.3247301366765835,3.6
-0.16135489353272706,-0.08658288007839976,0.7291773461933484,0.6593198842436304,4.1
-0.15592527584008395,-0.08110981384496332,0.7204327266894143,0.670835515833251,4.6
-0.1527019377207426,-0.07946309458762968,0.7209006439478534,0.6712712199646759,5.1
-0.1465927703215082,-0.07953744350139402,0.7215751480064693,0.6718992887090992,5.5
-0.14657272882403466,-0.08122732663347806,0.7214764975309103,0.6718074296913072,6.0
-0.15251891850420896,-0.08914389218771578,0.6928468930853819,0.6990614382476372,6.5
-0.22585506719570328,-0.12447301696808756,-0.5127198779888003,0.8188483082041098,7.0
-0.24201498585041503,-0.12300872625574613,-0.5408866637435651,0.7960099853411685,7.5
-0.2505768160992529,-0.12225983574315315,-0.5688414086627814,0.7736733011998087,8.0
-0.2336995147371631,-0.11402517092284717,-0.6808440768043843,0.6846377695422521,8.5
-0.2367566739381239,-0.11718720957989602,-0.6985152602750649,0.6649718980648,9.0
-0.31757550746774604,-0.1323489921247203,-0.7301445223306662,0.5902640487249996,9.5
-0.36529112008381276,-0.14637767136893423,-0.753389440811285,0.5267168098942089,10.0
-0.48874674799337614,-0.13771353687992852,-0.7062946493141318,0.4931598096246007,10.4
-0.519719228917108,-0.13445400364937804,-0.6732271491425539,0.5084001173174963,11.0
-0.5410335081414677,-0.13336749606839818,-0.6677868767712505,0.4934053589377441,11.4
-0.6187243301869959,-0.1343910324090239,-0.622481172402865,0.45993049127653385,11.9
-0.6187243301869959,-0.1343910324090239,-0.622481172402865,0.45993049127653385,12.4
-0.6907125320793294,-0.13878370561822537,-0.628827841185768,0.32881417361681037,12.9
-0.7193449218410447,-0.1442484572580585,-0.6017522366729169,0.3154496600175687,13.4
-0.7287390865982328,-0.1397469257286171,-0.5906838474017284,0.3168282322303654,13.9
-0.7335716600156791,-0.13906803417328742,-0.581918469812824,0.32214737867304927,14.4
-0.6798910446066064,-0.1274099037902345,-0.6317243744213955,0.34971969755347954,14.9
-0.6308370438647808,-0.15482205366255156,-0.6686384252022255,0.36174387087360216,15.3
-0.6200901183847005,-0.1521845086902543,-0.6572475162525178,0.40027166150105564,15.8
-0.6014386069227196,-0.1489474123433127,-0.6432672921665843,0.4496220003316916,16.3
-0.5599299320433115,-0.1310203744129133,-0.6704817533338242,0.468643984842595,16.8
-0.6092269221129116,-0.13393266820240324,-0.5922423936691124,0.5099040364041468,17.3
-0.5399899369848619,-0.12635453058346138,-0.6986043398333172,0.45195482749065213,17.7
-0.5403781523733052,-0.16855206114747437,-0.69799333976615,0.4384709180025539,18.2
-0.573938444244029,-0.16874796209798687,-0.6988045879809788,0.3919956341155323,18.8
-0.5926592982289339,-0.16878296165109657,-0.698949525128582,0.3627760248523018,19.3
-0.7439039368331228,-0.11407735637670727,-0.5414760362346144,0.37451108412166634,19.7
