-0.9335272865986245;-0.08089960821417001;-0.00657675260318936;0.3490080623065221;4
-0.9346680665727717;-0.06415138083156033;-0.006584789462713816;0.3494345537588993;4
-0.9484946757176443;-0.06862256055026911;-0.007043731682133182;0.3089621626857003;4
-0.9478836317953159;-0.06857835218554936;-0.03657176446808431;0.3087631215560327;4
-0.9459048752962872;-0.0816135543163275;-0.06784345183994077;0.30632025784468275;4
-0.9705979341062884;-0.12365456291527184;-0.15036356827644337;0.140658862767029;4
-0.9682603791202157;-0.1285433747302252;-0.21081325124690692;-0.03522849518315396;4
-0.9300394550750256;-0.13161291369586153;-0.23024682465691534;-0.2537834230041298;4
-0.7866868296844576;-0.10431330834613876;-0.29145257670548813;-0.5337959684906836;4
-0.5437397269264517;-0.05754849977948789;-0.22793268320554125;-0.805481571415715;4
-0.5437397269264517;-0.05754849977948789;-0.22793268320554125;-0.805481571415715;4
-0.5437397269264517;-0.05754849977948789;-0.22793268320554125;-0.805481571415715;4
-0.5442567435897554;-0.057603219955080553;-0.2239415376847227;-0.8062474661513451;4
-0.5516508885796146;-0.05838580384631787;-0.1554653950358664;-0.8172009559016225;4
-0.722741242939548;-0.09621685069276338;-0.19912496230748958;-0.6544960425447053;4
-0.7806355026006037;-0.10218296967532547;-0.1734340624014056;-0.5913916038304912;4
-0.9728474968021642;-0.10643935270703764;-0.11518433723369595;0.16922995198032417;2
-0.9765791391159794;-0.10845468450820842;-0.10410246228331237;0.1529483531905475;2
-0.974202635174681;-0.12870736924461565;-0.1038491290899174;0.152576153591341;2
-0.974202635174681;-0.12870736924461565;-0.1038491290899174;0.152576153591341;2
-0.974202635174681;-0.12870736924461565;-0.1038491290899174;0.152576153591341;2
-0.9689538367895572;-0.12801392107741422;-0.19356777566915606;0.08351355303708058;2
-0.963502831221606;-0.1336846809997189;-0.21004866488931975;-0.09674276420071704;2
-0.8872314595968523;-0.1270838225410375;-0.24573798069380082;-0.368679919358445;2
-0.738747281562499;-0.09670821841295155;-0.28014138051747;-0.6049924528564402;2
-0.619705998617968;-0.0811247155311427;-0.23658633207219235;-0.74368709270212;2
-0.5656631883976642;-0.07405005816877555;-0.21595430612212987;-0.7922092096804142;2
-0.5657532864285852;-0.0740618527570879;-0.21525005619668225;-0.7923353916405166;2
-0.5658396358227071;-0.07407315661738624;-0.21457283253294118;-0.7924563236486032;2
-0.6202069805359279;-0.07931693787093576;-0.20391900976644972;-0.7531098270643187;2
-0.6696222040064476;-0.0866807028924351;-0.19273508398045217;-0.7118055640422521;2
-0.8761942012545262;-0.10713967929933482;-0.16474836162764525;-0.4397966398897499;2
-0.9854795967731081;-0.11140481918084613;-0.11802565995313995;-0.047558949728316584;2
-0.9801318732817897;-0.11080027884279117;-0.1173851914986164;0.1142792079217126;2
-0.9801318732817897;-0.11080027884279117;-0.1173851914986164;0.1142792079217126;2
-0.9801318732817897;-0.11080027884279117;-0.1173851914986164;0.1142792079217126;2
-0.9801318732817897;-0.11080027884279117;-0.1173851914986164;0.1142792079217126;2
-0.9704765595071382;-0.13052478572656184;-0.14483677436872539;0.14100442859514217;2
-0.9719381722442647;-0.13651525623273728;-0.19041834501694596;-0.00862404147117136;2
-0.913623264138048;-0.12285199962577414;-0.1962292797472943;-0.33364136051461946;2
-0.8003985028679947;-0.08357389514605378;-0.2232181292498195;-0.5496562312857963;2
-0.7549947463129253;-0.039736951633992226;-0.20548378984361154;-0.6210720647296213;2
-0.7091121611997658;0.014505632779425993;-0.12745331038820443;-0.6929670335820545;2
